FAST_DRAG-L,HD_DRAG-L,Slepian_DRAG-L,Cosine_DRAG-L,Gaussian_DRAG-L
FAST_DRAG-P,HD_DRAG-P,Slepian_DRAG-P,Cosine_DRAG-P,Gaussian_DRAG-P
