9.828961198865838744e-01,9.495385960883243603e-01,9.528367118583095374e-01,8.777424172244928657e-01,7.471798462661630724e-01,6.507339552222590751e-01,3.973915805373381960e-01,5.867237555498412416e-01,5.516374416911231648e-01
9.892212242422089297e-01,9.689477126501520043e-01,9.435930697907823905e-01,9.218044579260679106e-01,7.811880753068508598e-01,7.004703950370311238e-01,6.073194078034370724e-01,5.381770633865127218e-01,4.924372461016728320e-01
9.946277081307358658e-01,9.904651973305214074e-01,9.364545838821218826e-01,8.786642496512662159e-01,8.078951421282710710e-01,6.844168316417327258e-01,6.229966051003275052e-01,5.828865973708410309e-01,4.027438389889960724e-01
9.867875035024531449e-01,9.625683828576580003e-01,9.538095577622768273e-01,9.252652500066600449e-01,8.018921784341848102e-01,6.798747427834351820e-01,4.091741822586841271e-01,4.358844610397794028e-01,5.759650132096565400e-01
9.872755324342743499e-01,9.795437786797296376e-01,9.453218598512408422e-01,9.088831220304725012e-01,5.930456479457912877e-01,6.635468402441164759e-01,6.292164705418897830e-01,5.076838518632861286e-01,5.412008400124774798e-01
9.911669160501436204e-01,9.752185915689082218e-01,9.718662503620540960e-01,8.685530005938347786e-01,7.822661601248809271e-01,7.058768789255579490e-01,5.232590222057887930e-01,5.417973198180368044e-01,3.726876429203968555e-01
9.988986698046884438e-01,9.659749495013810749e-01,9.538095577622768273e-01,9.136421126362461731e-01,7.078225707334925287e-01,6.994465356558698943e-01,6.254303258400832899e-01,5.064908922521675905e-01,6.004552610387969835e-01
1.000952812486360921e+00,9.739746184805957441e-01,9.569992226585239958e-01,9.058019080079634522e-01,7.928654381141337915e-01,5.819647649440674586e-01,6.546253388381284566e-01,5.767209573661477018e-01,5.798596087852009306e-01
9.934379604792924479e-01,9.901398447093072708e-01,9.197503152443953223e-01,9.138047889468532414e-01,6.867931149849444417e-01,6.352162222763007016e-01,5.707722191089306119e-01,5.796394950780496824e-01,5.484477767948762184e-01
1.000952812486360921e+00,9.783540310282862196e-01,9.508367946135058979e-01,8.741189488332934410e-01,8.041122093861396980e-01,6.460866274498986428e-01,6.264606091405948707e-01,5.233036117636322704e-01,5.616912533520105333e-01
1.006413521811756917e+00,9.815436959245332771e-01,9.368341619402050791e-01,8.978022390287486720e-01,7.861607557004255398e-01,7.072835283244774951e-01,6.367855479858274270e-01,5.242796696272747914e-01,5.532577808778438300e-01
9.861942356565689405e-01,9.389425300587468382e-01,9.635954541984942390e-01,8.122171172794172556e-01,8.082715082266790363e-01,7.042023143019684461e-01,5.186020585544027783e-01,5.418483332952307441e-01,5.449869847142838619e-01
9.977631475901139746e-01,9.720289266726611643e-01,9.593244925245417720e-01,8.695258464978019575e-01,8.010277834039555289e-01,6.586283852874108558e-01,6.215389422242141304e-01,6.237557612164938980e-01,4.980064063008068365e-01
9.987902189309503242e-01,9.667851190947412965e-01,9.303463812739727334e-01,8.127593716481076314e-01,7.636161996792196760e-01,7.176626926065790002e-01,6.006179373494039408e-01,3.943645919516982068e-01,5.467700002116114844e-01
9.957090049084412753e-01,9.719747012357921045e-01,9.475386788435208318e-01,9.069916556594068702e-01,7.899979138794256395e-01,5.615828024782725247e-01,6.565200171688692077e-01,5.918623242136982210e-01,5.833204008657931761e-01
9.977089221532449148e-01,9.753812678795152902e-01,9.451591835406337738e-01,8.899078089635970024e-01,7.961635538841189685e-01,6.346229544304167192e-01,5.589864054279095607e-01,6.013196560690261538e-01,4.351827423201571898e-01
1.006359296374887968e+00,9.742457456649408210e-01,9.089373474673415609e-01,7.593420260455920889e-01,7.023618614080967548e-01,5.115177980826112192e-01,4.364235034487944920e-01,5.415836300302360184e-01,4.668657014948271455e-01
1.010521807175102316e+00,9.806793008943042178e-01,9.826792181391078573e-01,8.735256809874094586e-01,7.913503378414762368e-01,6.803053343187122071e-01,6.677635764811999941e-01,5.319029725080813842e-01,4.218276029296095797e-01
9.911669160501436204e-01,9.871670815605363414e-01,9.506741183028988296e-01,8.985581831852400558e-01,7.841066130187528405e-01,5.440651522875105117e-01,6.580319054818515312e-01,5.945097347412550137e-01,4.924372461016728320e-01
9.966818508124085652e-01,9.914380432344886973e-01,9.739746184805957441e-01,8.852604811912364591e-01,7.669143154492048531e-01,6.350535459656936332e-01,5.684469492429127246e-01,5.236289643848465181e-01,5.496885379235134650e-01
9.814352450507952685e-01,9.911669160501436204e-01,9.433219426064372026e-01,8.907754159535015148e-01,7.664837239139278280e-01,6.231082679337406338e-01,5.082228942723012732e-01,5.595286597965998254e-01,3.636034652038016568e-01
9.967903016861465737e-01,9.584058720574434309e-01,9.551619817243274246e-01,8.855283964159065269e-01,7.815102159683898764e-01,5.004337031212123810e-01,6.182440384139040734e-01,6.042414057406033656e-01,5.992655133873533435e-01
9.967903016861465737e-01,9.765167900940896484e-01,9.342919903267111748e-01,8.811489838682159403e-01,7.923231837454435267e-01,6.378126193266636657e-01,7.163134806042036340e-01,6.075395215105884317e-01,3.686845964711144008e-01
1.003115406041771740e+00,9.575414770272142606e-01,9.474302279697827123e-01,8.932059247335820684e-01,7.256655735454689005e-01,5.192495518371559315e-01,6.424663710183744492e-01,4.641640655304012930e-01,5.724499956921953459e-01
9.880857020276346825e-01,9.880857020276346825e-01,9.529993881689166058e-01,7.890792934123274094e-01,8.040547719895955181e-01,7.049072449812657792e-01,5.355774543764746376e-01,5.582878986679625788e-01,5.305505485460308979e-01
